person,household,autos,avs,homeZone,jobZone,timeCar
174,77,1,1,1871,1763,6.295421112609864
3298797,77,1,1,1871,42,62.545208398681645
394,180,1,0,288,286,12.635153617614748
470,219,1,0,243,347,5.130987932647705
2016683,243,1,0,4061,3217,14.196597402832033
2295849,325,1,0,2080,2080,2.141727810913086
1218249,356,2,0,1335,1410,14.150427452758791
803,381,1,0,3387,3415,1.2698396968231203
804,382,2,0,204,199,3.597392503051758
805,382,2,0,204,4326,50.57287016113282
812,386,1,0,156,144,9.927134370422364
813,386,1,0,156,253,14.892364288269045
845,400,1,0,749,1161,55.831442941162116
4145446,400,1,0,749,1080,29.721010668090823
4530544,421,2,0,2212,2190,19.00444298815918
938,447,1,0,135,321,18.48612817871094
939,447,1,0,135,212,12.47574491192627
965,459,2,1,2332,322,55.43111755200196
966,459,2,1,2332,4665,32.206723223144536
1030,489,1,0,117,72,10.448225317749024
4560948,489,1,0,117,2238,71.28786778613282
1084,517,1,0,415,1178,4.816940514129639
1298,623,1,0,1094,1093,1.3307274247665406
1303,627,2,0,316,164,9.76026193310547
1305,627,2,0,316,2331,54.4493962578125
1479,714,3,0,98,197,12.380449833862306
1879,904,1,0,406,2565,50.367112465332035
1880,904,1,0,406,350,16.73890492114258
1881,904,1,0,406,355,11.818279370300294
2263,1089,2,0,4641,348,60.66719639257813
2303,1102,2,0,1420,1598,20.670447173461916
2304,1102,2,0,1420,431,49.15011628344727
2354,1124,3,0,358,92,23.956775919555668
2422,1154,2,0,298,157,11.261169839660646
2831,1345,1,0,138,326,17.023392422302248
2905,1381,1,0,333,322,6.153280615234375
3072,1465,1,0,125,113,10.38312391809082
3159,1500,1,0,3264,3489,4.93153732913208
3221,1527,1,0,204,346,7.0461492209472665
3439,1628,1,1,181,184,2.9500590000000004
3441,1628,1,1,181,1072,82.3723424008789
3442,1628,1,1,181,2224,67.89655647167969
3587,1696,1,1,297,1110,17.72370244873047
3607,1705,0,0,242,92,18.958397145385742
3642,1720,2,0,340,378,16.564020442077638
3796,1796,1,1,142,165,1.1600198684310914
3797,1796,1,1,142,2687,57.774918496093754
3920,1851,3,1,222,31,33.23215470141602
3099716,1851,3,1,222,479,51.72542413623047
4264,2011,3,3,257,284,7.575839176513672
4265,2011,3,3,257,327,16.377390529541017
4273,2016,2,0,204,177,3.8066152848358157
4510,2133,2,0,406,354,13.639313918518068
4517,2136,1,1,3372,348,43.1576380378418
4537,2146,1,0,201,184,4.216154623733521
4540,2146,1,0,201,3395,45.31427703564454
4593,2173,2,0,1648,1221,11.2609043314209
4634,2197,2,2,215,419,36.514455046630864
4705,2232,2,0,254,4312,48.34718274462891
4706,2232,2,0,254,1863,45.89251125634766
4720,2237,2,0,147,125,16.210372622192384
4751,2252,1,0,147,100,6.552367474578858
4880,2314,2,0,2604,2588,17.952450513183596
4233561,2314,2,0,2604,3838,27.3351861784668
4953,2352,1,0,342,986,63.57244655371094
5077,2415,1,1,331,2466,76.34031258300782
921927,2415,1,1,331,4715,86.43856955712891
2712247,2481,1,0,2700,2441,22.048013786743166
5286,2513,1,0,3705,2349,35.19925133422852
5524,2630,0,0,320,4354,55.977047252929694
5612,2673,2,2,136,2279,61.8904386303711
5672,2704,1,0,1770,1418,18.921087642700197
5785,2753,1,0,3251,1485,12.13877426477051
3501207,2753,1,0,3251,4328,15.7652912923584
5838,2786,0,0,2581,2422,21.38139278857422
5855,2794,1,0,3596,3490,5.075348188690186
5909,2818,1,1,371,365,8.524158313415528
5910,2818,1,1,371,571,56.65763540869141
5911,2818,1,1,371,87,36.86455970483399
5949,2838,0,0,3473,475,49.90226348754883
271617,2838,0,0,3473,4423,21.057293696044923
6098,2906,1,0,195,376,14.456967396911622
6188,2950,1,0,148,308,8.524514358947755
1458504,2950,1,0,148,278,19.192831765625
