person,household,autos,avs,homeZone,jobZone,timeCar
74,26,1,0,205,231,3.0624344189787736
89,35,0,0,1272,293,53.67299993160038
91,35,0,0,1272,1278,5.5867886195102985
173,77,1,0,182,327,11.078197180988719
279,125,1,0,134,140,1.7411721293334268
394,180,3,0,1110,286,18.08179818334423
449,206,1,0,453,39,6.209677562972532
470,219,2,0,92,347,96.03912046694035
471,219,2,0,92,7,9.121533797177873
3535095,219,2,0,92,4938,120.79567515917721
532,243,2,0,634,291,6.209677562972532
697,325,2,0,234,365,15.333946800955466
749,356,1,0,182,346,7.546327980153304
804,382,1,0,204,199,3.465408772952348
805,382,1,0,204,1205,38.538433038974894
812,386,0,0,314,144,9.098492064266368
813,386,0,0,314,253,7.1954542935021895
845,400,1,0,2165,2190,13.089126769956783
1363164,400,1,0,2165,3602,49.21367759645503
882,421,1,0,146,166,4.06897011434133
883,421,1,0,146,1431,49.402788186249445
938,447,1,0,309,321,5.528561722251834
939,447,1,0,309,212,1.9889687010798904
965,459,1,0,319,322,3.2580315967642792
1030,489,2,0,313,72,18.297263013929296
1031,489,2,0,313,401,114.41911570669981
1084,517,1,0,1137,1178,24.06418422636519
1303,627,1,0,316,164,11.441210970171717
1439,692,2,0,204,145,5.305300277700796
1479,714,1,0,226,197,2.0805973722603692
1487,717,1,0,343,327,9.203977870611197
1837,885,1,0,177,220,7.60735857184809
1879,904,1,0,306,181,7.174994339722859
1880,904,1,0,306,350,6.870192649198119
2049,992,2,0,315,176,8.19293666882786
2170,1044,1,0,1614,1161,30.690996532401915
2259,1089,2,0,177,201,3.6437677708403498
2260,1089,2,0,177,93,12.010265672863474
2278,1094,2,0,3335,1286,27.69674715865749
2279,1094,2,0,3335,3842,10.969297473368654
2353,1124,1,0,94,122,19.71618719881929
2354,1124,1,0,94,92,110.86141289738516
2422,1154,1,0,204,157,4.769678180443892
2578,1227,1,0,1428,1567,69.97981083124601
3071,1465,3,0,516,4467,72.28662795030395
3072,1465,3,0,516,113,90.42088461035176
3247,1542,1,0,21,57,20.05275112462623
3303,1564,1,0,182,354,10.395740190970416
3439,1628,1,0,224,184,3.3388110352766187
3587,1696,1,0,297,1110,104.80422727273472
3588,1696,1,0,297,103,118.95461655035578
3607,1705,1,0,427,92,9.121533797177873
3639,1720,2,0,340,223,5.992329149228135
3641,1720,2,0,340,355,7.855966660379393
3796,1796,1,0,142,165,5.920753832082847
3808,1801,0,0,2384,2405,66.42796265369653
3921,1851,1,0,222,2072,111.60539728108027
3923,1851,1,0,222,2069,46.82783394673795
4264,2011,3,0,199,284,21.59233210942657
4265,2011,3,0,199,327,10.71271031071586
4273,2016,2,0,170,177,4.030033060214312
940949,2016,2,0,170,3370,47.76808732184636
4510,2133,2,0,350,354,5.142438469757932
4517,2136,1,0,181,348,8.4017112972615
4519,2136,1,0,181,2322,70.50727948634157
4528,2140,1,0,239,126,15.985981888020554
706628,2140,1,0,239,1077,86.07968910479273
4537,2146,1,0,201,184,4.176161002929742
4538,2146,1,0,201,133,7.75165152448911
4633,2197,1,0,204,349,7.41222124229104
4634,2197,1,0,204,419,36.72308019464684
4705,2232,1,0,254,3711,54.423698617705604
4720,2237,1,0,151,125,15.12054608584264
4740,2247,2,0,349,348,4.481549900653772
4751,2252,1,0,143,100,9.080914155177378
4862,2306,1,0,102,160,4.705922244766043
4872,2310,1,0,371,371,6.209677562972532
