person,household,autos,avs,homeZone,jobZone,timeCar
74,26,0,0,205,231,3.028289258335038
89,35,1,0,98,293,21.311827091582927
90,35,1,0,98,227,15.015612158760147
92,35,1,0,98,176,10.482404914689141
124,53,1,0,223,244,4.2196135843530405
173,77,1,0,182,327,10.836324226070852
279,125,1,0,216,140,17.636046328465092
394,180,2,0,149,286,18.3234524545147
449,206,0,0,290,39,87.30399642833787
470,219,1,0,101,347,14.586209881708722
471,219,1,0,101,7,108.5141094835817
532,243,2,0,2451,291,14.358708601579504
666,308,1,0,164,248,9.041310365512194
697,325,1,0,307,365,12.217270211740288
749,356,1,0,182,346,7.447756137549065
802,381,1,0,437,92,56.4765621484897
804,382,1,0,204,199,3.4631889217287
812,386,1,0,314,144,9.06226560895484
813,386,1,0,314,253,8.905762197542753
882,421,1,0,146,166,4.109129721166877
938,447,1,0,309,321,5.50777857810123
939,447,1,0,309,212,2.085414051713633
965,459,1,0,319,322,3.2580315967642792
1030,489,1,0,254,72,12.374669096349923
1031,489,1,0,254,401,106.31685387158917
1084,517,1,0,1164,1178,10.07364543802311
1128,538,1,0,204,144,3.7434942723696927
1303,627,1,0,316,164,11.442172142564838
1361,659,2,0,225,226,1.3066135307183382
1363,659,2,0,225,139,4.907441489409878
1439,692,2,0,171,145,5.732758534599998
538833,692,2,0,171,1582,38.64904836904916
1479,714,1,0,226,197,1.9719360402951982
1487,717,1,0,330,327,2.4751928507094516
1488,717,1,0,330,254,13.592254695544094
1836,885,1,0,177,237,7.507160881533127
1837,885,1,0,177,220,7.711729583088284
1878,903,1,0,241,173,6.706172913453762
1879,904,2,0,241,181,5.846474224364283
1880,904,2,0,241,350,6.918076013132122
1881,904,2,0,241,355,7.9245641769741875
2049,992,1,0,138,176,12.984064162641516
2170,1044,1,0,212,1161,17.353693100479237
2259,1089,2,0,177,201,3.6437677708403498
2260,1089,2,0,177,93,13.489171450630117
2277,1094,1,0,178,61,20.730153460858673
2301,1102,2,0,222,253,8.697860322915584
2353,1124,2,0,1108,122,18.013717577353237
2354,1124,2,0,1108,92,84.93116520289756
2387,1140,2,0,401,355,104.82324317049873
2422,1154,1,0,320,157,14.161962981112932
2576,1227,2,0,98,403,27.511176160303936
2577,1227,2,0,98,133,7.670376489413381
2831,1345,1,0,335,326,5.058145426129765
2904,1381,1,0,325,318,4.906707521463249
2905,1381,1,0,325,322,1.97988566411265
3072,1465,2,0,32,113,7.3942941466383365
3220,1527,1,0,297,256,4.94575760752261
3221,1527,1,0,297,346,106.51250356789727
3247,1542,1,0,2,57,129.76180946108022
3303,1564,1,0,198,354,9.862462792745465
3439,1628,1,0,224,184,4.472460662807801
3587,1696,1,0,297,1110,104.21642454625423
3588,1696,1,0,297,103,117.48485856071407
3607,1705,1,0,242,92,99.0616925519343
3639,1720,2,0,340,223,5.840069213009944
3640,1720,2,0,340,403,15.276877739240566
3641,1720,2,0,340,355,7.932456015734351
3642,1720,2,0,340,378,16.088335104875053
3796,1796,1,0,142,165,6.071616605874684
3808,1801,0,0,120,43,129.50885908827223
3903,1842,0,0,302,297,108.34629572623986
4060,1914,1,0,216,284,23.531539348611172
4160,1959,0,0,308,288,79.75741683088648
4264,2011,3,0,313,284,20.52126814259306
